,age,address,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_teacher,Fjob_other,Fjob_services,Fjob_health,Fjob_at_home,reason_course,reason_other,reason_home,reason_reputation,guardian_mother,guardian_father,guardian_other
31,15,1,4,4,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,0,17,16,17,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
32,15,0,4,3,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,17,16,16,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
33,15,1,3,3,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,8,10,12,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
34,16,1,3,2,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,15,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
35,15,1,2,3,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0,8,7,6,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
36,15,1,4,3,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,2,15,16,18,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
37,16,0,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7,15,16,15,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
38,15,0,3,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,12,12,11,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
39,15,0,2,2,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8,14,13,13,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
40,16,1,2,2,2,2,1,0,1,0,1,0,1,1,1,3,3,3,1,2,3,25,7,10,11,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
41,15,1,4,4,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,12,12,12,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
42,15,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2,19,18,18,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
43,15,1,2,2,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,8,8,11,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
44,16,1,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,10,9,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
45,15,1,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,8,8,6,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
46,16,1,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12,11,12,11,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
47,16,1,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,4,19,19,20,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
48,15,1,4,2,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
49,15,1,4,4,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
50,16,1,2,2,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
51,15,1,4,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
52,15,1,4,2,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6,11,11,10,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
53,15,1,4,4,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
54,15,1,3,3,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
55,16,1,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8,8,9,10,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
56,15,1,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
57,15,1,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4,14,15,15,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
58,15,1,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,9,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
59,16,1,4,2,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
60,16,0,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,11,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
61,16,1,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6,10,8,11,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
62,16,1,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,9,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
63,16,1,4,3,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2,10,9,9,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
64,15,1,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
65,16,1,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
66,15,1,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4,13,13,12,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
67,16,1,3,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,7,7,6,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
68,15,0,2,2,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2,8,9,8,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
69,15,0,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
70,16,1,3,1,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0,13,15,15,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
71,15,1,4,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10,10,10,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
72,15,0,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,5,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
73,16,1,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2,12,12,14,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
74,16,1,3,3,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54,11,12,11,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
75,15,1,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6,9,9,10,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
76,15,1,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8,11,11,10,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
77,16,1,2,2,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,11,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
78,17,1,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,10,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
79,16,1,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,5,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
80,15,1,2,3,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,12,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
81,15,1,2,3,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4,11,10,11,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
82,15,1,3,2,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,6,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
83,15,1,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,15,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
84,15,1,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
85,15,1,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
86,16,1,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
87,15,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
88,16,1,2,2,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
89,16,1,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,7,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
90,16,1,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
91,15,1,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
92,16,1,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
93,16,1,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
94,15,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
95,15,0,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
96,16,0,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
97,16,1,2,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
98,16,1,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
99,16,1,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
100,16,1,4,4,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,5,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
101,16,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
102,15,1,4,4,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
103,15,1,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
104,15,1,3,4,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
105,15,1,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
106,15,1,2,2,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
107,16,1,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
108,15,0,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
109,16,1,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
110,15,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
111,16,0,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
112,16,1,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
113,15,1,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
114,15,0,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,9,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
115,16,1,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
116,15,1,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
117,16,1,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
118,17,0,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,8,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
119,15,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
120,15,1,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
121,15,1,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
122,16,1,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
123,16,1,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
124,16,1,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
125,15,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
126,15,1,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
127,19,1,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
128,18,0,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
129,16,0,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
130,15,0,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
131,15,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
132,17,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
133,16,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
134,15,0,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
135,15,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
136,17,0,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
